location,latitude,longitude,aqi,last_updated,size
"More Chowk, Waluj, Aurangabad, India",19.8389439,75.244448,53,2024-05-27T02:30:00+09:00,1
"Dubai Emirates Hills, UAE",25.07435,55.159542,0,2024-05-27T04:00:00+09:00,1
"Hera, Emilia Romagna, Italy",44.229397,12.08916,42,2024-05-26T06:00:00+09:00,1
"Fukaimizuikecho, Osaka Prefecture, Japan (深井堺市中区)",34.5307004,135.5015024,68,2024-05-27T04:00:00+09:00,1
"Pingshan, Shenzhen (坪山区 坪山街道)",22.690824,114.346126,53,2024-05-27T04:00:00+09:00,1
"Kotoshibacho, Ube, Yamaguchi, Japan (宇部総合庁舎宇部市)",33.9556444,131.2503993,38,2024-05-27T03:00:00+09:00,1
"Dongming Yellow River Bureau, Dongming County (东明县东明黄河河务局)",35.276389,115.1075,68,2024-05-27T04:00:00+09:00,1
Fuxin (阜新),42.021619,121.670324,13,2024-05-27T03:00:00+09:00,1
"The town of Miyun, Beijing (密云镇)",40.37,116.832,30,2024-05-27T04:00:00+09:00,1
"Tokat, Turkey",40.326345059254,36.555168017382,0,2024-05-25T13:00:00+09:00,1
"Tetovo, Macedonia (Тетово)",42.0044,20.9681,51,2024-05-27T02:00:00+09:00,1
"Nishikimachi, Asahikawa, Hokkaido Prefecture, Japan (北門旭川市)",43.7943399,142.329035,30,2024-05-27T04:00:00+09:00,1
"shā wàn, Fangchenggang (防城港沙万)",21.6158,108.3411,46,2024-05-27T04:00:00+09:00,1
"Kamalnath Nagar, Bettiah, India",26.80365,84.51954,0,2024-05-26T19:30:00+09:00,1
"Baghestan, Tehran, Iran (باغستان شهریار باغستان تهران)",35.65732,51.11922,68,2024-05-27T04:30:00+09:00,1
"Lazaropole, Macedonia (Лазарополе)",41.5358,20.6989,26,2024-05-27T02:00:00+09:00,1
"Castres, France",43.61043594,2.230208516,29,2024-05-27T01:00:00+09:00,1
"Marunouchi, Nabari, Mie, Japan (名張小学校名張市)",34.6223426,136.0917954,50,2024-05-27T03:00:00+09:00,1
"Aristotelous, Greece",37.988028,23.727628,50,2024-05-27T04:00:00+09:00,1
"Lijin Ecological Park, Lijin County (利津县利津生态园)",37.504167,118.252222,87,2024-05-27T03:00:00+09:00,1
"Karaj(metro), Karaj, Alborz, Iran (مترو کرج کرج البرز)",35.78701275,51.00266784,90,2024-05-27T04:30:00+09:00,1
"Bastia Giraud, France",42.69789886,9.44638634,37,2024-05-27T04:00:00+09:00,1
"Commission compound Archives , Lingaoxian (临高县委大院档案馆)",19.91205,109.69053,72,2024-05-27T00:00:00+09:00,1
Yangjiang (阳江),21.857958,111.982232,55,2024-05-27T03:00:00+09:00,1
"Bagongshan District Government, Huainan (淮南八公山区政府)",32.6319,116.8306,152,2024-05-27T04:00:00+09:00,1
"jìng tán èr lù, Chongqing (重庆净坛二路)",31.081611,109.876333,21,2024-05-27T04:00:00+09:00,1
"Civic Center, Bhilai, India",21.185571,81.343175,83,2024-05-27T03:30:00+09:00,1
"BagherShahr, Baghershahr, Tehran, Iran (باقرشهر تهران)",35.5356639,51.3999417,123,2024-05-27T04:30:00+09:00,1
"Ketura, Northern Negev, Israel (ישראל,קטורה, צפון הנגב)",29.969617,35.061257,51,2024-05-27T03:00:00+09:00,1
"Novi Pazar, Serbia",43.139704,20.516353,44,2024-05-27T03:00:00+09:00,1
"高栏南水,  (珠海市高栏南水)",22.030726,113.249112,46,2024-05-27T03:00:00+09:00,1
"Janghanghang, Chungnam, South Korea (장항항 충남)",36.00799,126.690312,99,2024-05-27T04:00:00+09:00,1
"Jinzhou, Dalian (大连金州)",39.1311,121.7481,38,2024-05-27T04:00:00+09:00,1
"Jincheng Middle School, Weifang (潍坊锦程中学)",36.77305556,119.1095667,72,2024-05-27T04:00:00+09:00,1
Nanchong (南充),30.837793,106.110698,104,2024-05-27T04:00:00+09:00,1
"Mahshahr, Khouzestan, Iran (ماهشهر خوزستان)",30.556527,49.188569,134,2024-05-27T04:30:00+09:00,1
"Tōkaichimachi, Miyoshi-shi, Hiroshima-ken, Japan (三次市十日市町三次市)",34.7948279,132.8536574,15,2024-05-27T03:00:00+09:00,1
"Edirne Kesan, Turkey",40.849306,26.637056,0,2024-05-25T14:00:00+09:00,1
"Tagliati, Emilia Romagna, Italy",44.670378,10.9623,61,2024-05-26T06:00:00+09:00,1
"Wanshou Avenue, Chongqing (重庆万寿大道)",29.997916,108.129861,34,2024-05-27T04:00:00+09:00,1
"Diqing station, Diqing (迪庆州迪庆州站)",27.8317,99.7056,30,2024-05-27T04:00:00+09:00,1
"Gulzarpet, Anantapur, India",14.675886,77.593027,68,2024-05-26T22:30:00+09:00,1
"Kirsehir, Turkey",39.138060109726,34.168276749583,0,2024-05-25T14:00:00+09:00,1
"Istanbul Esenyurt, Turkey",41.02028,28.66955,0,2024-05-25T14:00:00+09:00,1
"Str Mihai Viteazu, Constanţa, Romania",44.1815543,28.6425278,3,2024-05-27T04:00:00+09:00,1
"Chénghǎizi, Shantou (汕头澄海子站)",23.4714,116.7519,42,2024-05-27T04:00:00+09:00,1
"信宜新尚,  (茂名市信宜新尚)",22.35912,110.940261,42,2024-05-27T03:00:00+09:00,1
"Rangoon US Embassy, Maynmar",16.8256,96.1445,0,2024-05-26T17:30:00+09:00,1
"Hashima, Ichikikushikino, Kagoshima, Japan (羽島いちき串木野市)",31.7580584,130.2072993,25,2024-05-27T03:00:00+09:00,1
"Wang Gang High School, Jingdezhen (景德镇王岗中学)",29.3864,117.3097,55,2024-05-27T04:00:00+09:00,1
"Monitoring station, Changzhi (长治监测站)",36.1939,113.0972,87,2024-05-27T04:00:00+09:00,1
"Mardin, Turkey",37.316418635137,40.727074232343,0,2024-05-25T14:00:00+09:00,1
"Nilai, Negeri Sembilan, Malaysia",2.821692,101.811486,53,2024-05-27T03:00:00+09:00,1
"Yeonpyeongdo, Incheon, South Korea (연평도 인천)",37.652788,125.652904,43,2024-05-27T04:00:00+09:00,1
"hún nán dōng lù, Shenyang , Shenyang (沈阳浑南东路)",41.7561,123.535,30,2024-05-27T04:00:00+09:00,1
"City Environmental Building, Bayannur (巴彦淖尔市环保大楼)",40.7378,107.3715,87,2024-05-27T04:00:00+09:00,1
"Buddha Colony, Muzaffarpur, India",26.11442,85.39813,127,2024-05-27T03:30:00+09:00,1
"Daesan-myeon, Gyeongnam, South Korea (대산면 경남)",35.371633,128.676483,42,2024-05-27T04:00:00+09:00,1
"Panchal Nagar, Gadag, India",15.411456,75.638133,34,2024-05-27T03:30:00+09:00,1
"IITH Kandi, Hyderabad, India",17.585705,78.126199,75,2024-05-27T03:30:00+09:00,1
"Khorasan Shomali, Bojnurd, Khorasan Shomali, Iran (بجنورد خراسان شمالی)",37.4766453,57.3153554,65,2024-05-27T04:30:00+09:00,1
"Canakkale, Turkey",40.136940002413,26.40583261592,0,2024-05-25T14:00:00+09:00,1
"Gazi Baba, Skopje, Macedonia (Гази Баба)",42.0036,21.4636,42,2024-05-27T02:00:00+09:00,1
"Minato, Tanabe, Wakayama, Japan (会津公園田辺市)",33.733094,135.3818482,42,2024-05-27T03:00:00+09:00,1
"Seki, Sado, Niigata, Japan (国設佐渡関岬酸性雨佐渡市)",38.2492542,138.4156104,50,2024-05-27T03:00:00+09:00,1
"大埔湖寮,  (梅州市大埔湖寮)",24.210664,116.411486,9,2024-05-27T03:00:00+09:00,1
"Jai Bhim Nagar, Meerut, India",28.9535882,77.7622941,300,2024-05-27T03:30:00+09:00,1
"Manama US Embassy, Bahrain",26.204697,50.57083,127,2024-05-27T03:00:00+09:00,1
"DehyariArdakan, Ardakan, YAZD, Iran (اردکان یزد)",32.3406492,53.9652853,81,2024-05-27T04:30:00+09:00,1
"Paphos Traffic, Cyprus (Πάφος - Κυκλοφοριακός Σταθμός)",34.7101705,32.5730657,40,2024-05-27T04:00:00+09:00,1
"Shinmachi, Kamaishi, Iwate, Japan (新町釜石市)",39.2652004,141.8474746,30,2024-05-27T03:00:00+09:00,1
"Na Phralan Police Station Saraburi, Thailand (สถานีตำรวจภูธรหน้าพระลาน สระบุรี)",14.685833,100.871996,55,2024-05-27T04:00:00+09:00,1
"Hongwen, Xiamen (厦门洪文)",24.476666667,118.15138889,3,2024-05-27T03:00:00+09:00,1
"182 Minzu Road, Wuhan (民族大道182号)",30.494067,114.3885,102,2024-05-27T04:00:00+09:00,1
"Jimo 2, Jimo City (即墨市即墨2号)",36.403333,120.501389,70,2024-05-27T04:00:00+09:00,1
"Lanlian hotel, Lanzhou (兰州兰炼宾馆)",36.1031,103.631,80,2024-05-27T04:00:00+09:00,1
"Shasthri Nagar, Ratlam, India",23.331731,75.045981,107,2024-05-27T03:30:00+09:00,1
"From Tariff to Abu Al Abiad, E11 Road, UAE",24.0425475,53.9142215,126,2024-05-27T03:00:00+09:00,1
"Hagiwarachō Hane, Gero-shi, Gifu-ken, Japan (下呂下呂市)",35.8841427,137.2074433,34,2024-05-27T03:00:00+09:00,1
"Bassi, Firenze, Italy",43.784169388287,11.286879604208,0,2024-05-24T06:00:00+09:00,1
"Pan Bazaar, Guwahati, India",26.1875,91.744194,31,2024-05-27T03:30:00+09:00,1
"Pardis, Tehran, Iran (پردیس تهران)",35.7427889,51.8167944,66,2024-05-27T04:30:00+09:00,1
"Paralimnni Traffic, Cyprus (Παραλίμνι - Κυκλοφοριακός Σταθμός)",35.0358446,33.9615927,48,2024-05-27T04:00:00+09:00,1
"Salihli (Yeni), Turkey",38.481532,28.159941,0,2024-05-25T14:00:00+09:00,1
"Hipodruma, Sofia, Bulgaria (Хиподрума, Столична)",42.673888888889,23.282791666667,28,2024-05-27T03:00:00+09:00,1
"Bunkyocho, Zentsuji, Kagawa, Japan (善通寺市役所善通寺市)",34.2277855,133.7871993,57,2024-05-27T03:00:00+09:00,1
"Weinan Monitoring Station, Yinan County (莒南县莒南监测站)",35.19541,118.853935,59,2024-05-27T04:00:00+09:00,1
"Omex Eternity, Vrindavan, India",27.571409,77.655757,90,2024-05-27T03:30:00+09:00,1
"Sorgun, Turkey",39.806246,35.181629,0,2024-05-25T14:00:00+09:00,1
"Kumkoy, Turkey",41.251123,29.038281,0,2024-05-25T13:00:00+09:00,1
"Oroshihonmachi, Nobeoka-shi, Miyazaki-ken, Japan (新延岡自排局延岡市)",32.5774417,131.6838922,55,2024-05-27T03:00:00+09:00,1
"EPB Dormitory, Zhanjiang (湛江环保局宿舍)",21.1997,110.4019,72,2024-05-27T04:00:00+09:00,1
"Yaohai District, Hefei (合肥瑶海区)",31.8585,117.336,93,2024-05-27T04:00:00+09:00,1
"Hongo, Niihama, Ehime, Japan (中村新居浜市)",33.9322534,133.280434,61,2024-05-27T03:00:00+09:00,1
"District radiation station, Lhasa (拉萨区辐射站)",29.6588,90.9798,46,2024-05-27T04:00:00+09:00,1
"Urban, Chamarajanagar, India",11.55358,76.55521,86,2024-05-27T03:30:00+09:00,1
"Elderly Health Rehabilitation Center, Thailand (ศูนย์ฟื้นฟูสุขภาพผู้สูงอายุ)",8.426923,99.961469,58,2024-05-27T04:00:00+09:00,1
"Quảng Ninh/K11 - Minh Thành, Vietnam",21.006153,106.859097,18,2024-05-27T04:00:00+09:00,1
"Kuma, Ehime, Japan (久万高原上浮穴郡久万町)",33.6546807,132.9030154,38,2024-05-27T03:00:00+09:00,1
"Iwashita, Kumamoto, Japan (甲佐町岩下上益城郡甲佐町)",32.653002,130.8084573,25,2024-05-27T03:00:00+09:00,1
"Seongsan-eup, Jeju, South Korea (성산읍 제주)",33.460229,126.91007,34,2024-05-27T04:00:00+09:00,1
"Hallim-eup, Jeju, South Korea (한림읍 제주)",33.409109,126.268778,50,2024-05-27T04:00:00+09:00,1
"Yan'an Road No. 89, Huangshan (黄山延安路89号)",29.7128,118.3057,39,2024-05-27T04:00:00+09:00,1
"Bureau of Meteorology, Meishan (眉山气象局)",30.0874,103.8416,87,2024-05-27T04:00:00+09:00,1
"Paka, Terengganu, Malaysia",4.598064,103.434819,50,2024-05-27T03:00:00+09:00,1
"Gangapur Road, Nashik, India",20.0073285,73.7762427,93,2024-05-27T02:30:00+09:00,1
"Shyam Nagar, Palwal, India",28.1485564,77.3320667,111,2024-05-27T03:30:00+09:00,1
"培训基地, Wulumuqi (乌鲁木齐培训基地)",43.4569,87.4651,13,2024-05-27T04:00:00+09:00,1
"Lamerd, Fars, Iran (فارس- لامرد لامرد فارس)",27.340088,53.165191,98,2024-05-27T04:30:00+09:00,1
"Battipaglia parco fiume, Battipaglia, Campania, Italy",40.61107,14.97584,36,2024-05-27T01:00:00+09:00,1
"Daily newspaper office, Weinan (渭南日报社)",34.5004,109.5049,80,2024-05-27T04:00:00+09:00,1
"Dongshan, Taiwan (冬山)",24.632203,121.792928,25,2024-05-27T04:00:00+09:00,1
"Jinshan New Town, Shanghai (金山新城)",30.705811,121.346377,91,2024-05-27T04:00:00+09:00,1
"Sokchosi( Geumhodong), Gangwon, South Korea (금호동 강원)",38.2068718,128.5881299,63,2024-05-27T04:00:00+09:00,1
"Pingli County Civil Affairs Bureau, An'kang (安康平利县民政局)",32.390542000114,109.36869399973,42,2024-05-27T04:00:00+09:00,1
"Marhatal, Jabalpur, India",23.168606,79.932247,165,2024-05-27T03:30:00+09:00,1
"Thái nguyên/Đường Hùng Vương - Tp Thái Nguyên, Vietnam",21.593151,105.8431043,0,2024-05-25T08:00:00+09:00,1
"Haitang Bay, Sanya (三亚海棠湾)",18.29029,109.71186,50,2024-05-27T00:00:00+09:00,1
"Ramteerth Nagar, Belgaum, India",15.888653,74.541751,43,2024-05-27T03:30:00+09:00,1
"Str. Brestei, Breasta, Romania",44.3410596,23.7299915,20,2024-05-27T04:00:00+09:00,1
"Esterel, PACA, France",43.43786,6.768366,40,2024-05-27T04:00:00+09:00,1
"Kanazawa, Aomori, Aomori, Japan (甲田小学校青森市)",40.814189,140.733963,53,2024-05-27T03:00:00+09:00,1
"Amasya, Turkey",40.6675549826,35.835541213062,0,2024-05-25T13:00:00+09:00,1
"Aksaray, Turkey",38.364483,34.028539,0,2024-05-25T14:00:00+09:00,1
"Sikulpuikawn, Aizawl, India",23.7176342,92.7192841,5,2024-05-27T02:30:00+09:00,1
"Nagqu Stations, Nagqu (那曲地区那曲监测站)",31.4846,92.0657,13,2024-05-27T04:00:00+09:00,1
"Lal Bahadur Shastri Nagar, Kalaburagi, India",17.321993,76.822628,18,2024-05-27T02:30:00+09:00,1
"Elazig, Turkey",38.674595810132,39.211667530615,0,2024-05-25T14:00:00+09:00,1
"Castelluccio, Emilia Romagna, Italy",44.14044,10.917166,30,2024-05-26T06:00:00+09:00,1
"Shan County Cultural Center, Dan County (单县单县文化中心)",34.780833,116.124167,68,2024-05-27T04:00:00+09:00,1
"Government Huaishang District, Bangbu (蚌埠淮上区政府)",32.9673,117.3536,82,2024-05-27T04:00:00+09:00,1
"Cancer Hospital, Kaifeng (开封肿瘤医院)",34.7781,114.3389,57,2024-05-27T04:00:00+09:00,1
"yóutián wùtàn gōngsī, Puyang (濮阳油田物探公司)",35.761829,115.029216,70,2024-05-27T04:00:00+09:00,1
"Linqing City Waterworks, Linqing City (临清市临清市自来水厂)",36.753889,115.681111,68,2024-05-27T04:00:00+09:00,1
"Kuala Terengganu, Terengganu, Malaysia",5.308094,103.120392,51,2024-05-27T03:00:00+09:00,1
"Qinghe Primary School, Jiaxing (嘉兴市清河小学)",30.777969,120.743647,0,2024-05-26T18:00:00+09:00,1
"Simwon-myeon, Jeonbuk, South Korea (심원면 전북)",35.5241766,126.5508918,93,2024-05-27T04:00:00+09:00,1
"Hekou  district, Dongying (东营河口区)",37.88305556,118.5163889,42,2024-05-27T04:00:00+09:00,1
"Dhankuta, Nepal",26.98066,87.34392,63,2024-05-27T01:15:00+09:00,1
"Eyvan, Ilam, Iran (ایوان ایلام)",33.8323055,46.314972,62,2024-05-27T04:30:00+09:00,1
"Karacayir Parki, Turkey",40.726222,31.604888,0,2024-05-25T14:00:00+09:00,1
"Jajce Harmani, Bosnia Herzegovina",44.3418826,17.2685659,54,2024-05-27T04:00:00+09:00,1
"Tawau, Sabah, Malaysia",4.249786,117.935864,36,2024-05-27T03:00:00+09:00,1
"Manlleu, Catalunya, Spain",42.003277,2.287272,46,2024-05-27T04:00:00+09:00,1
"Cava de' Tirreni Stadio, Cava De' Tirreni, Campania, Italy",40.71099,14.70244,42,2024-05-27T01:00:00+09:00,1
"Larkin Lama, Johor, Malaysia",1.494625,103.735975,53,2024-05-27T02:00:00+09:00,1
"Daishan Park, Changchun (长春岱山公园)",43.85,125.217,13,2024-05-27T04:00:00+09:00,1
"Moti Doongri, Alwar, India",27.554793,76.611536,123,2024-05-27T03:30:00+09:00,1
"Dubai US Embassy, UAE",25.25848,55.309166,149,2024-05-27T04:00:00+09:00,1
"Yasuj, Kohgolie va Boyer Ahman, Iran (یاسوج كهگیلویه و بویراحمد)",30.6439615,51.6010765,45,2024-05-27T04:30:00+09:00,1
"Patnos, Turkey",39.236576,42.853008,0,2024-05-25T14:00:00+09:00,1
"Yalova Armutlu, Turkey",40.52935,28.78459,0,2024-05-25T14:00:00+09:00,1
"Jooka, Nagaoka, Niigata, Japan (城岡自排長岡市)",37.4698375,138.8599755,50,2024-05-27T03:00:00+09:00,1
"Katsunaichō, Otaru-shi, Hokkaidō, Japan (勝納小樽市)",43.1816465,141.0219241,13,2024-05-27T04:00:00+09:00,1
"Land Environment and Resources Bureau, Chengmaixian (澄迈县澄迈国土环境资源局站)",19.76,110.006,53,2024-05-27T00:00:00+09:00,1
Benxi (本溪),41.294176,123.766485,34,2024-05-27T04:00:00+09:00,1
"kooh khaje, Zabol, Sistan va blouchestan, Iran (کوه خواجه زابل سیستان و بلوچستان)",30.94397,61.242807,180,2024-05-27T04:30:00+09:00,1
"Dogubeyazit, Turkey",39.548876251383,44.078052682209,0,2024-05-25T14:00:00+09:00,1
"Beograd Obrenovac Ušće, Serbia",44.629741,20.011135,66,2024-05-27T03:00:00+09:00,1
"Tuzlanski bukinje, Bosnia Herzegovina",44.523611111111,18.600277777778,71,2024-05-27T04:00:00+09:00,1
"Muroran, Hokkaido Prefecture, Japan (御前水地区測定局室蘭市)",42.3152306,140.9737991,21,2024-05-27T04:00:00+09:00,1
"Lào Cai/Trạm gần KCN Tằng Loỏng 2, Vietnam",22.295501,104.133739,47,2024-05-27T04:00:00+09:00,1
"普宁城北,  (揭阳市普宁城北)",23.30725,116.158694,72,2024-05-27T03:00:00+09:00,1
"龙川同德,  (河源市龙川同德)",24.103725,115.263852,42,2024-05-27T03:00:00+09:00,1
"Hibiscus Road, Chongqing (重庆芙蓉中路)",29.328916,107.751833,53,2024-05-27T04:00:00+09:00,1
"Luochuan County Apple Bureau, Yanan (延安洛川县苹果局)",35.760555560192,109.42833330024,61,2024-05-27T04:00:00+09:00,1
"Collectorate, Jodhpur, India",26.268249,73.0193853,152,2024-05-27T03:30:00+09:00,1
"Juneda (Pla de Molí), Catalunya, Spain",41.544106,0.82993317,39,2024-05-27T04:00:00+09:00,1
"Fushikihigashiichinomiya, Takaoka, Toyama, Japan (高岡伏木高岡市)",36.7939702,137.0564268,55,2024-05-27T03:00:00+09:00,1
Ezhou (鄂州),30.39194,114.894843,59,2024-05-27T04:00:00+09:00,1
"iranshahr, Sistan va blouchestan, Iran (ایرانشهر سیستان و بلوچستان)",27.202913,60.68706,0,2024-05-26T17:30:00+09:00,1
"Otsukimachi Hanasaki, Otsuki, Yamanashi, Japan (大月大月市)",35.6080964,138.9338754,50,2024-05-27T03:00:00+09:00,1
Shaoyang (邵阳),27.238893,111.467791,13,2024-05-27T04:00:00+09:00,1
"Kalyana Nagara, Chikkamagaluru, India",13.328028,75.797056,80,2024-05-27T03:30:00+09:00,1
"Siirt, Turkey",37.932004419786,41.935122704857,0,2024-05-25T14:00:00+09:00,1
"Lake district, Hefei (合肥滨湖新区)",31.7386,117.278,102,2024-05-27T04:00:00+09:00,1
"Ziyang County Meteorological Bureau, An'kang (安康紫阳县气象局)",32.530440999853,108.54350099967,38,2024-05-27T04:00:00+09:00,1
"Marmande, Aquitaine, France",44.508839381525,0.14263700515,15,2024-05-27T03:00:00+09:00,1
"Hōgawachō, Shizuoka-ken, Japan (東南部測定局浜松市南区)",34.6936436,137.7647346,38,2024-05-27T04:00:00+09:00,1
"cǎi chá jùtuán, Fuzhoushi (抚州采茶剧团)",28.0005,116.3574,59,2024-05-27T04:00:00+09:00,1
"Fènghuáng shān, Zibo (淄博凤凰山)",36.66555556,117.9233333,102,2024-05-27T04:00:00+09:00,1
"连山金山,  (清远市连山金山)",24.572729,112.086345,17,2024-05-27T03:00:00+09:00,1
"Ashkzar, YAZD, Iran (اشکذر یزد)",32.0075836,54.2231989,93,2024-05-27T04:30:00+09:00,1
"Gazipaşa, Turkey",36.281077351231,32.287294112961,0,2024-05-25T14:00:00+09:00,1
"Kawaragi, Hachinohe, Aomori, Japan (根岸小学校八戸市)",40.5305227,141.4692032,21,2024-05-27T03:00:00+09:00,1
"增城派潭,  (广州市增城派潭)",23.496093,113.790235,61,2024-05-27T03:00:00+09:00,1
"Kumaran College, Tirupur, India",11.0973603,77.3228673,35,2024-05-27T03:30:00+09:00,1
"Kahramanmaras, Turkey",37.585065424941,36.898606306629,0,2024-05-25T14:00:00+09:00,1
"Safranbolu, Turkey",41.252908,32.673637,0,2024-05-25T14:00:00+09:00,1
"Colleferro Europa, Roma, Lazio, Italy",41.7272528,13.0037837,38,2024-05-26T06:00:00+09:00,1
"pl.d'aups, Ste Baume, PACA, France",43.335201,5.727365,39,2024-05-27T04:00:00+09:00,1
"Ueda, Morioka, Iwate, Japan (上田盛岡市)",39.7203866,141.1380681,55,2024-05-27T03:00:00+09:00,1
"Pak Prak, Kanchanaburi, Kanchanaburi, Thailand (ต.ปากแพรก อ.เมือง จ.กาญจนบุรี)",14.022376,99.536195,52,2024-05-27T04:00:00+09:00,1
"Health Promotion Hospital Sob Pad, Lampang, Thailand (โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านสบป้าด ลำปาง)",18.2508166,99.76395,25,2024-05-27T04:00:00+09:00,1
"Engineering College, Pingdingshan (平顶山平顶山工学院)",33.737,113.182,91,2024-05-27T04:00:00+09:00,1
"Tsushima, Nagasaki, Japan (国設対馬酸性雨対馬市)",34.2026624,129.2874904,14,2024-05-27T02:00:00+09:00,1
"People's Park, Zibo (淄博人民公园)",36.80833333,118.0422222,102,2024-05-27T04:00:00+09:00,1
"罗定罗光,  (云浮市罗定罗光)",22.578889,111.342222,34,2024-05-27T03:00:00+09:00,1
"Adiyaman, Turkey",37.755311347368,38.277780122955,0,2024-05-25T14:00:00+09:00,1
"江海富民,  (江门市江海富民)",22.5647,113.1075,89,2024-05-27T03:00:00+09:00,1
"Shisacho Uramen, Matsuura, Nagasaki, Japan (松浦志佐大気測定局松浦市)",33.3422732,129.7060396,10,2024-05-27T03:00:00+09:00,1
"Normal Univertsity, Fuzhou (福州师大)",26.038712,119.309506,16,2024-05-27T04:00:00+09:00,1
"City Monitoring Station, Hengyang (衡阳市监测站)",26.8919,112.6006,42,2024-05-27T04:00:00+09:00,1
"Liujiagou , Shiyan, Hubei (十堰刘家沟)",32.638888888889,110.72583333333,93,2024-05-27T04:00:00+09:00,1
"Fuping County Archives Bureau, Weinan (渭南富平县档案局)",34.753055559867,109.17444440019,93,2024-05-27T04:00:00+09:00,1
"Kariavattom, Thiruvananthapuram, India",8.5637,76.8865,96,2024-05-27T03:30:00+09:00,1
"SDM Office_Khagra, Kishanganj, India",26.0881305,87.93840336,81,2024-05-27T03:30:00+09:00,1
"Tenjinmachi, Uwajima, Ehime, Japan (宇和島宇和島市)",33.2276539,132.5705232,38,2024-05-27T03:00:00+09:00,1
"Ardesen, Turkey",41.191763,40.989822,0,2024-05-25T14:00:00+09:00,1
"mohit mehriz , Mehriz, YAZD, Iran (مهریز- محیط زیست مهریز یزد)",31.5800521,54.4394291,101,2024-05-27T04:30:00+09:00,1
"Chizhou College, Chizhou (池州池州学院)",30.6617,117.4697,38,2024-05-27T04:00:00+09:00,1
"Bus Factory, Changchun (长春客车厂)",43.91,125.287,38,2024-05-27T04:00:00+09:00,1
"Nehru Nagar, Kanpur, India",26.4703136,80.3229863,152,2024-05-27T03:30:00+09:00,1
"Izeh, Ahvaz, Khouzestan, Iran (ایذه اهواز خوزستان)",31.822045,49.86809,70,2024-05-27T04:30:00+09:00,1
"Pasdaran, Tehran (پاسداران تهران)",35.7896639,51.4733361,91,2024-05-27T04:30:00+09:00,1
"Ordu Fatsa, Turkey",41.026974652315,37.500128547216,0,2024-05-25T13:00:00+09:00,1
"Str. Gr. Gh. Cantacuzino, Ploieşti, Romania",44.933333,26.033333,10,2024-05-27T04:00:00+09:00,1
"Hua-Tung/Taitung County/Fengli, Taiwan",22.73681667,121.12183611,30,2024-05-27T02:00:00+09:00,1
"Jerantut, Pahang, Malaysia",3.94836,102.366632,39,2024-05-27T03:00:00+09:00,1
"Fènghuáng shān, Zunyi (遵义凤凰山)",27.7019,106.9242,65,2024-05-27T04:00:00+09:00,1
"City committee communist party school, Jingzhou (荆州市委党校)",30.3515,112.2068,85,2024-05-27T04:00:00+09:00,1
"文体局, Xian (西安文体局)",34.1164,108.6116,65,2024-05-27T04:00:00+09:00,1
"Art Center, Aksu (阿克苏地区艺术中心)",41.1933,80.2956,59,2024-05-27T04:00:00+09:00,1
"Mizuhashi Hatakera, Toyama-shi, Toyama-ken, Japan (富山水橋富山市)",36.7490982,137.3053588,38,2024-05-27T03:00:00+09:00,1
"jīnshān zhū jīng, Shanghai (金山朱泾)",30.898687,121.166678,117,2024-05-27T02:00:00+09:00,1
"B R Ambedkar University, Lucknow, India",26.766433,80.927299,249,2024-05-27T03:30:00+09:00,1
"Castellarano, Emilia Romagna, Italy",44.516242,10.733905,42,2024-05-26T06:00:00+09:00,1
"Suidōchō, Kumamoto-ken, Japan (水道町自排局熊本市中央区)",32.8044115,130.7140239,70,2024-05-27T02:00:00+09:00,1
"Xitun, Taiwan (西屯)",24.162197,120.616917,89,2024-05-27T04:00:00+09:00,1
"南雄雄州,  (韶关市南雄雄州)",25.123573,114.314717,34,2024-05-27T03:00:00+09:00,1
"Uiseong-eup, Gyeongbuk, South Korea (의성읍 경북)",36.35266,128.69676,57,2024-05-27T04:00:00+09:00,1
"xǐ fēng, Baishan (白山喜丰)",41.9206,126.4047,25,2024-05-27T04:00:00+09:00,1
"新兴南外,  (云浮市新兴南外)",22.694085,112.234114,63,2024-05-27T03:00:00+09:00,1
"Colombo US Embassy, Sri Lanka",6.913047,79.84807,34,2024-05-27T03:30:00+09:00,1
"高州教育,  (茂名市高州教育)",21.919196,110.86338,50,2024-05-27T03:00:00+09:00,1
"City EPA station, Qinzhou (钦州市环保站)",21.9667,108.6236,13,2024-05-27T04:00:00+09:00,1
"Misasamachi, Hiroshima-ken, Japan (三篠小学校広島市西区)",34.4123699,132.4508779,85,2024-05-27T04:00:00+09:00,1
"Zhenba County Monitoring Station, Hanzhong (汉中镇巴县监测站)",32.53944444021,107.89055559986,53,2024-05-27T04:00:00+09:00,1
"Monitoring station, Guangyuan (广元监测站)",32.4285,105.8624,53,2024-05-27T04:00:00+09:00,1
"shahrood, Semnan, Iran (شاهرود سمنان)",36.424357,54.997213,31,2024-05-27T04:30:00+09:00,1
"Sliven, Bulgaria",42.674006,26.338325,17,2024-05-27T01:00:00+09:00,1
"Reus, Catalunya, Spain",41.15078,1.1201719,40,2024-05-27T04:00:00+09:00,1
"堺市北区/金岡南, Japan (金岡南堺市北区)",36.204824,138.252924,50,2024-05-27T04:00:00+09:00,1
"Keningau, Sabah, Malaysia",5.339317,116.163658,42,2024-05-27T03:00:00+09:00,1
