location,latitude,longitude,aqi,last_updated,size
"Gridley, Butte, California",39.32756,-121.66881,17,2024-05-27T17:00:00+09:00,1
"Santa Clarita-Placerita, Los Angeles",34.38337,-118.52839,53,2024-05-27T17:00:00+09:00,1
"Wylam, Alabama, USA",33.4997,-86.9242,53,2024-05-27T18:00:00+09:00,1
Worcester Summer St,42.263877,-71.794186,23,2024-05-27T17:00:00+09:00,1
"Rahway PM, NewJersey, USA",40.6041,-74.27517,28,2024-05-27T18:00:00+09:00,1
"Scranton, Pennsylvania, USA",41.4428,-75.6231,42,2024-05-27T16:00:00+09:00,1
"Centro de Salud, Atitalaquia, Hidalgo, Mexico",20.06,-99.221944444444,74,2024-05-27T17:00:00+09:00,1
"Sprngdle, Arkansas, USA",36.1797,-94.1167,59,2024-05-27T17:00:00+09:00,1
"Willows-Colusa, Glenn, California",39.53387,-122.19083,11,2024-05-27T17:00:00+09:00,1
"El Maillo, Salamanca, Spain",40.570555555556,-6.2225,24,2024-05-27T16:00:00+09:00,1
"Oakville, Ontario, Canada",43.486917,-79.702278,34,2024-05-27T18:00:00+09:00,1
"Rochester, Minnesota, USA",43.9947,-92.4497,23,2024-05-27T18:00:00+09:00,1
"Emmetsburg, Iowa, USA",43.123704,-94.693518,21,2024-05-27T17:00:00+09:00,1
"Tooele, Utah",40.539299,-112.299797,29,2024-05-27T18:00:00+09:00,1
"Lincoln-2885 Moore Road, Placer, California",38.867937,-121.338353,38,2024-05-27T12:00:00+09:00,1
"Avila II, Spain",40.664722222222,-4.700555555556,11,2024-05-27T15:00:00+09:00,1
"Lockland, Tennessee, USA",36.1767,-86.7386,6,2024-05-27T18:00:00+09:00,1
"Chanute, Kansas, USA",37.67696,-95.47594,26,2024-05-27T18:00:00+09:00,1
"Redding - Health Department, Shasta, California",40.55013,-122.38092,25,2024-05-27T17:00:00+09:00,1
"I-25 Denver, Colorado, USA",39.732146,-105.015317,38,2024-05-27T14:00:00+09:00,1
"Fernando Pó, Palmela, Portugal",38.635555555556,-8.6905555555556,29,2024-05-27T16:00:00+09:00,1
"Aranda de Duero II, Burgos, Spain",41.665555555556,-3.688888888889,20,2024-05-27T15:00:00+09:00,1
"Sobreiras-Lordelo do Ouro, Porto, Portugal",41.1475,-8.6588888888889,23,2024-05-27T16:00:00+09:00,1
"Bee Ridge Park, Sarasota, Florida, USA",27.290555555556,-82.507222222222,34,2024-05-27T19:00:00+09:00,1
"Beach Road VDOT, Richmond, USA",37.35748,-77.59355,27,2024-05-27T17:00:00+09:00,1
"Cookeville, Tennessee, USA",36.1857,-85.4921,5,2024-05-27T18:00:00+09:00,1
"Stilwell Castnet & Ncore, Oklahoma, USA",35.750599,-94.669701,48,2024-05-27T18:00:00+09:00,1
"Credit Union, South Dakota, USA",44.087397,-103.273777,16,2024-05-27T17:00:00+09:00,1
"Niebla, Spain",37.3606681457,-6.6766767452942,19,2024-05-27T17:00:00+09:00,1
"Alamo Lake, Arizona, USA",34.243889,-113.558611,26,2024-05-27T18:00:00+09:00,1
"Danbury, Connecticut, USA",41.4014,-73.4447,22,2024-05-27T18:00:00+09:00,1
"Abidjan US Embassy, Ivory Coast",5.36,-4.0083,235,2024-05-27T16:00:00+09:00,1
"El Ejido, Spain",36.76972165638,-2.8109670767557,29,2024-05-27T17:00:00+09:00,1
"Algar de Palància, Valencia, Spain",39.782222222222,-0.35916666666667,55,2024-05-27T16:00:00+09:00,1
"Reinosa, Cantabria, Spain",42.9995287,-4.1392622,28,2024-05-27T16:00:00+09:00,1
"Teixeiro, Galicia, Spain",43.140738,-8.033065,19,2024-05-27T17:00:00+09:00,1
"Lycée Kourou, Guyane, France",5.16425,-52.6465,20,2024-05-27T18:00:00+09:00,1
"Frederick Co. Public School Maint. Dept., Winchester, USA",39.28101,-78.08157,25,2024-05-27T17:00:00+09:00,1
"Spruce Pine, North Carolina, USA",35.912487,-82.062082,38,2024-05-27T18:00:00+09:00,1
"Watson, Kentucky, USA",38.0608,-85.8961,36,2024-05-27T18:00:00+09:00,1
"Anderson-Eastside Elem. Sch, Indiana, USA",40.125557,-85.652222,36,2024-05-27T18:00:00+09:00,1
"Karnack, Tyler, Texas",32.6689873,-94.1674569,89,2024-05-27T17:00:00+09:00,1
"Iron, Utah",37.7854715,-113.1918021,25,2024-05-27T18:00:00+09:00,1
"Lebec, Kern, California",34.84155,-118.86058,30,2024-05-27T17:00:00+09:00,1
"Chamusca, Chamusca, Portugal",39.3525,-8.4661111111111,28,2024-05-27T16:00:00+09:00,1
"SDS01, Mérida, Yucatán, Mexico",20.973272222222,-89.624811111111,0,2024-05-21T20:00:00+09:00,1
"St. Andrews State Park, Bay, Florida, USA",30.130555555556,-85.731388888889,56,2024-05-27T18:00:00+09:00,1
"Leeds, Alabama, USA",33.5453,-86.5492,47,2024-05-27T18:00:00+09:00,1
"Primaria Melchor Ocampo, Tepeji, Hidalgo, Mexico",20.505555555556,-99.580277777778,53,2024-05-27T17:00:00+09:00,1
"Ketchum, Idaho, USA",43.682489,-114.371231,9,2024-05-27T17:00:00+09:00,1
"Avda. Marconi, Cadiz, Spain",36.506015647598,-6.2685723945374,24,2024-05-27T17:00:00+09:00,1
"Greensburg, Pennsylvania, USA",40.3053,-79.5061,31,2024-05-27T16:00:00+09:00,1
"Isla Blanca Park, Harlingen, Texas",26.0696153,-97.1621996,174,2024-05-27T17:00:00+09:00,1
"Rifle PM, Colorado, USA",39.5318,-107.78229,34,2024-05-27T14:00:00+09:00,1
"Keeler-Cerro Gordo Road, Inyo, California",36.48785,-117.87104,25,2024-05-27T17:00:00+09:00,1
"Mammoth Lakes-Gateway HC, Mono, California",37.64571,-118.96651,11,2024-05-27T07:00:00+09:00,1
"Sloughhouse, Sacramento, California",38.49444,-121.21115,26,2024-05-27T17:00:00+09:00,1
"Campolongo, Pontevedra, Galicia, Spain",42.425931,-8.644105,17,2024-05-27T17:00:00+09:00,1
"Casper Gaseous, Wyoming, USA",42.82231,-106.36501,22,2024-05-27T17:00:00+09:00,1
"Ontario-Route 60 Near Road, San Bernardino, California",34.030833,-117.61722,46,2024-05-27T12:00:00+09:00,1
"Pamplona - Iturrama, Navarra, Spain",42.8014964,-1.6738487,25,2024-05-27T16:00:00+09:00,1
"Millington, Maryland, USA",39.305199,-75.797203,30,2024-05-27T18:00:00+09:00,1
"Rockwell, North Carolina, USA",35.551868,-80.395039,42,2024-05-27T18:00:00+09:00,1
"Lima, Ohio, USA",40.771,-84.0539,28,2024-05-27T18:00:00+09:00,1
"Tecnológico de Zacatepec, Zacatepec, Morelos, Mexico",18.654444444444,-99.183333333333,30,2024-05-27T17:00:00+09:00,1
"Centro de Rehabilitación DIF, Piedras Negras, Coahuila, Mexico",28.707666666667,-100.5265,112,2024-05-27T18:00:00+09:00,1
"Lompoc-South H Street, Santa Barbara, California",34.63782,-120.4575,27,2024-05-27T17:00:00+09:00,1
"South Pass, Wyoming, USA",42.5275,-108.7203,48,2024-05-27T17:00:00+09:00,1
"Albany, Georgia, USA",31.576917,-84.100194,64,2024-05-27T16:00:00+09:00,1
"NASA Langley Research Center, Hampton Roads, USA",37.10373,-76.38701,47,2024-05-27T17:00:00+09:00,1
"Londonderry - Moose Hill, New Hampshire, USA",42.862531,-71.38014,31,2024-05-27T18:00:00+09:00,1
"State College, Pennsylvania, USA",40.8114,-77.8769,26,2024-05-27T16:00:00+09:00,1
"Desplns, Illinois, USA",42.0603,-87.8631,26,2024-05-27T18:00:00+09:00,1
"Waco Mazanec, Waco, Texas",31.6530743,-97.0706982,72,2024-05-27T18:00:00+09:00,1
"Ponca City, Oklahoma, USA",36.697189,-97.081278,49,2024-05-27T18:00:00+09:00,1
"Rio Vista-YS, Solano, California",38.167275,-121.68841667,46,2024-05-27T17:00:00+09:00,1
"Medford, Oregon, USA",42.229891,-122.7877,26,2024-05-27T17:00:00+09:00,1
"Albany County HD, New York, USA",42.642253,-73.754576,33,2024-05-26T18:00:00+09:00,1
"Lezo, País Vasco, Spain",43.321522435863,-1.9001310498115,30,2024-05-27T14:00:00+09:00,1
"Waveland, Mississippi, USA",30.3008,-89.395798,34,2024-05-27T18:00:00+09:00,1
"Pocomoke City, Maryland, USA",38.013875,-75.545666,35,2024-05-27T18:00:00+09:00,1
"Groton Fort Griswold, Connecticut, USA",41.3536,-72.0789,18,2024-05-27T18:00:00+09:00,1
"Public School 274, New York, USA",40.69454,-73.92769,52,2024-05-26T18:00:00+09:00,1
"Padonia, Maryland, USA",39.462002,-76.631599,42,2024-05-27T18:00:00+09:00,1
"Lebanon, Pennsylvania, USA",40.33733,-76.383446,34,2024-05-27T16:00:00+09:00,1
"Kokomo - E. Vaile Ave., Indiana, USA",40.481349,-86.109718,35,2024-05-27T18:00:00+09:00,1
"Centro, Aguascalientes, Mexico",21.883780555556,-102.295825,134,2024-05-27T16:00:00+09:00,1
"Finanzas, Saltillo, Coahuila, Mexico",25.421472222222,-100.99686111111,0,2024-05-25T17:00:00+09:00,1
"Near Road, Salt, Utah",40.662774119801,-111.90180620685,54,2024-05-27T18:00:00+09:00,1
"Mccall Usfs, Idaho, USA",44.890197,-116.1065,30,2024-05-27T17:00:00+09:00,1
"Ocean View, Hawaii, USA",19.117561,-155.77813,25,2024-05-27T14:00:00+09:00,1
"Ncore, Nebraska, USA",41.2474,-95.9731,27,2024-05-27T18:00:00+09:00,1
"Echedo-Valverde, Canarias, Spain",27.831949454874,-17.921644512378,29,2024-05-27T16:00:00+09:00,1
"Saint Crouts, Bayonne, Aquitaine, France",43.479819788084,-1.489157377049,21,2024-05-27T18:00:00+09:00,1
"Constitución, Asturias, Spain",43.5354166,-5.6677534,63,2024-05-27T16:00:00+09:00,1
"Miami Fire Station - Station #5, Miami-Dade, Florida, USA",25.794722222222,-80.215555555556,25,2024-05-27T17:00:00+09:00,1
"Intermediate School 143, New York, USA",40.848913,-73.930604,57,2024-05-26T18:00:00+09:00,1
"Remount, North Carolina, USA",35.213171,-80.874084,65,2024-05-27T18:00:00+09:00,1
"Nogales Post Office, Arizona, USA",31.337204,-110.936722,65,2024-05-27T18:00:00+09:00,1
"Piru - Pacific, Ventura, California",34.40426,-118.80991,38,2024-05-27T17:00:00+09:00,1
"Madison-east, Wisconsin, USA",43.07378,-89.43595,33,2024-05-27T18:00:00+09:00,1
"La rubia II, Valladolid, Spain",41.63,-4.7405555555556,46,2024-05-27T16:00:00+09:00,1
"Belle Glade, Palm Beach, Florida, USA",26.724722222222,-80.666388888889,56,2024-05-27T19:00:00+09:00,1
"Tallahassee Community College, Leon, Florida, USA",30.439722222222,-84.346388888889,43,2024-05-27T19:00:00+09:00,1
"Cornwall, Connecticut, USA",41.833099,-73.303299,12,2024-05-27T18:00:00+09:00,1
"Piney Run, Maryland, USA",39.705799,-79.011902,17,2024-05-27T18:00:00+09:00,1
"Johnstown, Pennsylvania, USA",40.3097,-78.9158,16,2024-05-27T16:00:00+09:00,1
"G.T.Craig, Ohio, USA",41.492191,-81.678552,33,2024-05-27T18:00:00+09:00,1
"Seiling, Oklahoma, USA",36.1589,-98.9353,13,2024-05-27T18:00:00+09:00,1
"Modesto-14th Street, Stanislaus, California",37.64217,-120.99421,30,2024-05-27T17:00:00+09:00,1
"Lourdes Lapacca, France",43.0979798,-0.0394276,27,2024-05-27T18:00:00+09:00,1
"Glenpool, Oklahoma, USA",35.9525,-96.0033,60,2024-05-27T18:00:00+09:00,1
"Llchd Bam, Nebraska, USA",40.812558,-96.675733,5,2024-05-27T17:00:00+09:00,1
"Klamath Falls, Oregon, USA",42.190296,-121.731369,15,2024-05-27T17:00:00+09:00,1
"Madras, Oregon, USA",44.63062,-121.13165,13,2024-05-27T17:00:00+09:00,1
"Sangüesa, Navarra, Spain",42.5744349,-1.2830851,24,2024-05-27T16:00:00+09:00,1
"Paços de Ferreira, Paços de Ferreira, Portugal",41.274166666667,-8.3761111111111,2,2024-05-27T15:00:00+09:00,1
"Williams Middle School, South Carolina, USA",34.2143,-79.7673,53,2024-05-27T18:00:00+09:00,1
"Durham Armory, North Carolina, USA",35.9919,-78.8964,34,2024-05-27T18:00:00+09:00,1
"Knight_p, Illinois, USA",38.088902,-88.625,31,2024-05-27T18:00:00+09:00,1
"Newmarket, Ontario, Canada",44.044306,-79.48325,34,2024-05-27T18:00:00+09:00,1
"Banning-Airport, Riverside",33.92077,-116.85841,45,2024-05-27T17:00:00+09:00,1
"Lubbock 12th Street, Lubbock, Texas",33.58553,-101.78698,5,2024-05-27T17:00:00+09:00,1
"Bedar, Spain",37.193425220792,-1.985402375589,35,2024-05-27T17:00:00+09:00,1
"Benigánim, Valencia, Spain",38.9375,-0.44194444444444,30,2024-05-27T16:00:00+09:00,1
"Freemansburg, Pennsylvania, USA",40.6281,-75.3411,22,2024-05-27T16:00:00+09:00,1
"Dyerteom, Tennessee, USA",36.0528,-89.3819,34,2024-05-27T18:00:00+09:00,1
"Wauk-cleveland, Wisconsin, USA",43.9149942,-87.7473085,33,2024-05-27T18:00:00+09:00,1
"Ceboruco, Toluca, Mexico",19.260413888889,-99.645613888889,76,2024-05-27T16:00:00+09:00,1
"Dallas Hinton, fort Worth, Dallas, Texas",32.8200608,-96.8601165,120,2024-05-27T18:00:00+09:00,1
"Mundaka, País Vasco, Spain",43.405888842943,-2.7031593675211,12,2024-05-27T15:00:00+09:00,1
"Salamanca 5, Spain",40.979166666667,-5.665277777778,21,2024-05-27T16:00:00+09:00,1
"Hattieaven, North Carolina, USA",36.1106,-80.2267,26,2024-05-27T18:00:00+09:00,1
"Harriman, Tennessee, USA",35.9386,-84.5439,9,2024-05-27T19:00:00+09:00,1
"Lebanon, Ohio, USA",39.42689,-84.20077,33,2024-05-27T18:00:00+09:00,1
"Thibodaux site, Louisiana, USA",29.764425,-90.765563,34,2024-05-26T18:00:00+09:00,1
"Sumerduck - C. Phelps Wildlife Mgmt Area, Northern Virginia, USA",38.47367,-77.76772,7,2024-05-27T17:00:00+09:00,1
"Haws Athletic Center, fort Worth, Dallas, Texas",32.7591432,-97.3423337,66,2024-05-27T17:00:00+09:00,1
"Valderejo, Gaubea, Valdegovía, País Vasco, Spain",42.875167093755,-3.231732505322,30,2024-05-27T15:00:00+09:00,1
"Estación de Bomberos de Cd. Sahagún, Tepeapulco, Hidalgo, Mexico",19.771694444444,-98.577694444444,46,2024-05-27T17:00:00+09:00,1
"World Trade Bridge, Laredo, Texas",27.599444,-99.533333,93,2024-05-27T17:00:00+09:00,1
"Jerseyvl, Illinois, USA",39.101439,-90.344494,28,2024-05-27T18:00:00+09:00,1
"Research Farm, South Dakota, USA",44.348604,-96.807299,22,2024-05-27T18:00:00+09:00,1
"Rural Retreat, Wythe County, USA",36.89117,-81.25423,9,2024-05-27T17:00:00+09:00,1
"Oshawa, Ontario, Canada",43.945944,-78.894917,32,2024-05-27T19:00:00+09:00,1
"Hinds CC, Mississippi, USA",32.346905,-90.225928,55,2024-05-27T18:00:00+09:00,1
"Baker City, Oregon, USA",44.78822,-117.8446,14,2024-05-27T17:00:00+09:00,1
"Actur, Zaragoza, Spain",41.675,-0.88694444444444,24,2024-05-27T17:00:00+09:00,1
"Laurel Oak Elementary, Collier, Florida, USA",26.27,-81.710833333333,31,2024-05-27T19:00:00+09:00,1
"New Haven - Criscuolo Park, Connecticut, USA",41.3011,-72.9028,23,2024-05-27T18:00:00+09:00,1
"Houston, Illinois, USA",38.1761,-89.7883,32,2024-05-27T18:00:00+09:00,1
"Steubenville, Ohio, USA",40.366452,-80.615691,30,2024-05-27T18:00:00+09:00,1
"Las Cruces ED, New Mexico, USA",32.310332,-106.751211,17,2024-05-27T16:00:00+09:00,1
"Oakland-Laney College, Alameda, California",37.793635,-122.263356,34,2024-05-27T17:00:00+09:00,1
"Vista View Park, Broward, Florida, USA",26.073055555556,-80.338888888889,19,2024-05-27T19:00:00+09:00,1
"Lantana Preserve, Palm Beach, Florida, USA",26.593888888889,-80.058611111111,27,2024-05-27T19:00:00+09:00,1
"Escobedo, Nuevo Leon, Mexico",25.7802165,-100.3161126,127,2024-05-27T17:00:00+09:00,1
"Kaufman, fort Worth, Dallas, Texas",32.5649518,-96.3176773,100,2024-05-27T17:00:00+09:00,1
"Look Rock - GSMNP, Tennessee, USA",35.6322,-83.9422,50,2024-05-27T19:00:00+09:00,1
"Yuma Supersite, Arizona, USA",32.690277,-114.614441,29,2024-05-27T18:00:00+09:00,1
"Joshua Tree NP - Cottonwood #2, Riverside, California",33.74724,-115.82012,33,2024-05-27T17:00:00+09:00,1
"Mediterraneo, Almeria, Spain",36.841333200081,-2.4467199601201,29,2024-05-27T17:00:00+09:00,1
"Youngstown - Laird Ave., Ohio, USA",41.23172,-80.80116,29,2024-05-27T18:00:00+09:00,1
"Athens, Boulder-CU, Colorado, USA",40.012969,-105.267212,13,2024-05-27T13:00:00+09:00,1
"Yosemite Village - Visitor Center, Mariposa, California",37.74871,-119.58709,54,2024-05-27T17:00:00+09:00,1
"Bourg de Schoelcher, Martinique, France",14.616389,-61.100789,69,2024-05-27T17:00:00+09:00,1
"Rock_is, Illinois, USA",41.5144,-90.5172,34,2024-05-27T18:00:00+09:00,1
"St. Paul-Harding H.S., Minnesota, USA",44.9594,-93.0356,54,2024-05-27T18:00:00+09:00,1
"Enoch, Iron, Utah",37.747338677287,-113.05551540249,25,2024-05-27T18:00:00+09:00,1
"Red Bluff - Walnut St, Tehama, California",40.17088,-122.25556,38,2024-05-27T16:00:00+09:00,1
"Parque de San Juan-Telde, Canarias, Spain",28.003518482916,-15.411873096373,59,2024-05-27T16:00:00+09:00,1
"Widewater Elem. School - Widewater, Fredericksburg, USA",38.48123,-77.3704,28,2024-05-27T17:00:00+09:00,1
"Whiteface Base, New York, USA",44.393136,-73.858953,12,2024-05-26T18:00:00+09:00,1
"SUR, CHIH1, Chihuahua -Estatal, Mexico",28.632775,-106.03886694444,70,2024-05-27T16:00:00+09:00,1
"Hanford-S Irwin Street, Kings, California",36.31572,-119.64323,38,2024-05-27T17:00:00+09:00,1
"Davis-UCD Campus, Yolo, California",38.53455,-121.7734,45,2024-05-27T17:00:00+09:00,1
Boston Roxbury,42.3294,-71.0825,50,2024-05-27T17:00:00+09:00,1
"Brigantine, NewJersey, USA",39.464872,-74.448736,16,2024-05-27T17:00:00+09:00,1
"Alcantarilla Murcia Ciudad, Murcia, Spain",37.976182,-1.2307466261565,49,2024-05-27T18:00:00+09:00,1
"Villanueva Del Arzobispo, Spain",38.175027615369,-3.0051490926816,64,2024-05-27T17:00:00+09:00,1
"Lewiston, Maine, USA",44.089355,-70.214134,16,2024-05-27T17:00:00+09:00,1
"Bryson, North Carolina, USA",35.4356,-83.4436,57,2024-05-27T18:00:00+09:00,1
"US Embassy, Guatemala City, Guatemala",14.6069387,-90.5169696,107,2024-05-27T18:00:00+09:00,1
"Rose Elementary, Pima County, USA",32.172997,-110.980115,20,2024-05-27T18:00:00+09:00,1
"Chester, Plumas, California",40.30961,-121.22779,25,2024-05-27T17:00:00+09:00,1
"Elda, Valencia, Spain",38.445,-0.80638888888889,28,2024-05-27T16:00:00+09:00,1
"Arcos, Arcos De La Frontera, Spain",36.739750554876,-5.7437226577647,0,2024-05-23T22:00:00+09:00,1
"Elciego, País Vasco, Spain",42.518248074241,-2.6194752119947,23,2024-05-27T15:00:00+09:00,1
"Sur, Galicia, Spain",42.713419,-7.451081,25,2024-05-27T17:00:00+09:00,1
"Lake City - Veterans Domicile, Columbia, Florida, USA",30.178055555556,-82.619166666667,35,2024-05-27T19:00:00+09:00,1
"West Union, Illinois, USA",39.210883,-87.668416,38,2024-05-27T18:00:00+09:00,1
"Uintah, Utah",40.4525801,-109.5094572,29,2024-05-27T18:00:00+09:00,1
"Monte Velho, Santiago do Cacém, Portugal",38.07694400006,-8.7986109999273,29,2024-05-27T16:00:00+09:00,1
"A Grela (C), Galicia, Spain",43.354172,-8.424946,68,2024-05-27T16:00:00+09:00,1
"Bridgeport, Connecticut, USA",41.171398,-73.195297,29,2024-05-27T18:00:00+09:00,1
"Loretto, Tennessee, USA",35.116866,-87.419726,59,2024-05-27T16:00:00+09:00,1
"Galveston 99th Street, Houston, Texas",29.2544736,-94.8612886,80,2024-05-27T17:00:00+09:00,1
"Segovia II, Spain",40.955555555556,-4.110555555556,24,2024-05-27T16:00:00+09:00,1
"Los Herran, Vitoria-Gasteiz, País Vasco, Spain",42.843702956449,-2.6612305566368,50,2024-05-27T15:00:00+09:00,1
"Fredericksburg Geomagnetic Observatory, Fredericksburg, USA",38.20087,-77.37742,5,2024-05-27T17:00:00+09:00,1
"Utica, New York, USA",43.098908,-75.22507,38,2024-05-27T16:00:00+09:00,1
"Conroe Relocated, Houston, Texas",30.3503017,-95.4251278,66,2024-05-27T17:00:00+09:00,1
"Chancy Park, Clinton, Iowa, USA",41.823101,-90.211899,32,2024-05-27T17:00:00+09:00,1
"Warner Robins, Georgia, USA",32.6056,-83.597907,41,2024-05-27T16:00:00+09:00,1
"Cherrygr, North Carolina, USA",36.3028,-79.4667,15,2024-05-27T17:00:00+09:00,1
"Athens, Georgia, USA",33.918067,-83.344495,43,2024-05-27T16:00:00+09:00,1
"Hoover School, Iowa City, Iowa, USA",41.658195,-91.503471,12,2024-05-27T17:00:00+09:00,1
"Tudela, Navarra, Spain",42.0613816,-1.6063169,18,2024-05-27T16:00:00+09:00,1
"Baton Rouge Capitol site, Louisiana, USA",30.46198,-91.17922,62,2024-05-27T17:00:00+09:00,1
"Clinton, Houston, Texas",29.7337263,-95.2575931,66,2024-05-27T18:00:00+09:00,1
"Cleveland, Mississippi, USA",33.750833,-90.734167,48,2024-05-27T18:00:00+09:00,1
"Carpenter, Des Moines, Iowa, USA",41.603056,-93.643056,24,2024-05-27T17:00:00+09:00,1
"Gport Yc, Mississippi, USA",30.39,-89.0497,29,2024-05-27T18:00:00+09:00,1
"Northampton, North Carolina, USA",36.511708,-77.655389,21,2024-05-27T18:00:00+09:00,1
"Hollister-Fairview Road, San Benito, California",36.84343,-121.3621,25,2024-05-27T17:00:00+09:00,1
"Montg, Alabama, USA",32.4069,-86.2564,53,2024-05-27T18:00:00+09:00,1
"Columbia, Tennessee, USA",35.65188,-87.0096,1,2024-05-27T18:00:00+09:00,1
"Bondville, Illinois, USA",40.0519,-88.3724,33,2024-05-27T17:00:00+09:00,1
"S. Pedro, Nuevo Leon, Mexico",25.6573447,-100.4017501,104,2024-05-27T17:00:00+09:00,1
"Juárez, Nuevo Leon, Mexico",25.6516471,-100.1059194,153,2024-05-27T17:00:00+09:00,1
"Apodaca, Nuevo Leon, Mexico",25.7815621,-100.1875974,0,2024-05-25T05:00:00+09:00,1
"High School E Campus, Muscatine, Iowa, USA",41.400968,-91.067957,27,2024-05-25T22:00:00+09:00,1
"Towanda, Pennsylvania, USA",41.705226,-76.512726,35,2024-05-27T16:00:00+09:00,1
"Natural Bridge Station, Rockbridge County, USA",37.62668,-79.51257,4,2024-05-27T17:00:00+09:00,1
"Water Tower, Waterloo, Iowa, USA",42.5014,-92.315804,17,2024-05-27T17:00:00+09:00,1
"Millbrook NCore, North Carolina, USA",35.856098,-78.574203,22,2024-05-27T18:00:00+09:00,1
"Acadia NP - McFarland, Maine, USA",44.377048,-68.260902,15,2024-05-27T18:00:00+09:00,1
"Rutland, Vermont, USA",43.608528,-72.98246,40,2024-05-27T18:00:00+09:00,1
"Reading Airport, Pennsylvania, USA",40.3833,-75.9686,30,2024-05-27T16:00:00+09:00,1
"Mammoth Cave NP, Kentucky, USA",37.1314,-86.1481,48,2024-05-27T17:00:00+09:00,1
"Amazon Park, Oregon, USA",44.0263,-123.08377,999,2024-05-27T16:00:00+09:00,1
"St. Marks Wildlife Refuge, Wakulla, Florida, USA",30.0925,-84.161111111111,30,2024-05-27T19:00:00+09:00,1
"Millville, NewJersey, USA",39.42227,-75.0252,26,2024-05-27T17:00:00+09:00,1
"Clemmons Middle, North Carolina, USA",36.0261,-80.3419,24,2024-05-27T18:00:00+09:00,1
"Charleroi, Pennsylvania, USA",40.1469,-79.9033,40,2024-05-27T16:00:00+09:00,1
"Fresno - Garland, Fresno, California",36.78538,-119.77321,47,2024-05-27T17:00:00+09:00,1
"Portland - Deering Oaks, Maine, USA",43.660248,-70.268967,25,2024-05-27T18:00:00+09:00,1
"Candor FRO, North Carolina, USA",35.2632,-79.8635,42,2024-05-27T18:00:00+09:00,1
"Ogden Dunes, Indiana, USA",41.6175,-87.1992,31,2024-05-27T17:00:00+09:00,1
"La Casa, Colorado, USA",39.77946,-105.005124,25,2024-05-27T14:00:00+09:00,1
"Kapolei, Hawaii, USA",21.32374479,-158.0886127,15,2024-05-27T18:00:00+09:00,1
"Motril, Spain",36.743118423685,-3.5173014215014,95,2024-05-27T17:00:00+09:00,1
"Windsor Downtown, Ontario, Canada",42.315778,-83.043667,25,2024-05-27T19:00:00+09:00,1
"Irapuato Bomberos, Irapuato, Mexico",20.674779695762,-101.35569204208,79,2024-05-27T12:00:00+09:00,1
"Lafayette USGS site, Louisiana, USA",30.2175,-92.051389,62,2024-05-27T17:00:00+09:00,1
"Austin Northwest, Austin, Texas",30.3544356,-97.7602554,79,2024-05-27T17:00:00+09:00,1
"King City - Pearl, Monterey, California",36.20902,-121.12596,30,2024-05-27T17:00:00+09:00,1
"Rock Creek, Idaho, USA",42.565089,-114.494717,5,2024-05-27T16:00:00+09:00,1
"Los Rosales, Huelva, Spain",37.260155614743,-6.9254631236853,41,2024-05-27T16:00:00+09:00,1
"Pike2001, Kentucky, USA",37.4828,-82.5353,30,2024-05-27T18:00:00+09:00,1
"Ironton - ODOT, Ohio, USA",38.508114,-82.659301,28,2024-05-27T18:00:00+09:00,1
"Colerain, Ohio, USA",39.21494,-84.69086,37,2024-05-27T18:00:00+09:00,1
"WHlthDpt, Kansas, USA",37.7011,-97.3139,28,2024-05-27T18:00:00+09:00,1
"Kernville-Forest Service, Kern, California",35.7533,-118.417,30,2024-05-27T17:00:00+09:00,1
"Uniontown, Pennsylvania, USA",39.900076,-79.7164326,36,2024-05-27T16:00:00+09:00,1
"Friendship Park, North Carolina, USA",35.281791,-80.851473,57,2024-05-27T18:00:00+09:00,1
"Clarksville, Tennessee, USA",36.5144,-87.3278,14,2024-05-27T18:00:00+09:00,1
"Kittanning, Pennsylvania, USA",40.8142,-79.565,26,2024-05-27T16:00:00+09:00,1
"San Luis De La Paz Presidencia Municipal, Mexico",21.295861111111,-100.52330555556,63,2024-05-27T17:00:00+09:00,1
"Baytown, Houston, Texas",29.7706975,-95.0312316,75,2024-05-27T17:00:00+09:00,1
"San Andreas-Gold Strike Road, Calaveras, California",38.20185,-120.68028,25,2024-05-27T17:00:00+09:00,1
"Ward, Alabama, USA",32.36253,-88.27792,38,2024-05-27T18:00:00+09:00,1
"Gainesville, Georgia, USA",34.30008,-83.81217,58,2024-05-27T16:00:00+09:00,1
"Terre Haute-Lafayette Ave, Indiana, USA",39.4861,-87.4014,35,2024-05-27T18:00:00+09:00,1
"Pinedale, Wyoming, USA",42.9288,-109.788,44,2024-05-27T18:00:00+09:00,1
"Florence Forestry Department, Oregon, USA",43.989668,-124.109308,8,2024-05-27T08:00:00+09:00,1
"Shenandoah National Park - Big Meadows, Shenandoah National Park, USA",38.5228,-78.43487,33,2024-05-27T08:00:00+09:00,1
"Kingsport, Tennessee, USA",36.5408,-82.5217,30,2024-05-27T19:00:00+09:00,1
"Chatham, Ontario, Canada",42.403694,-82.208306,30,2024-05-27T18:00:00+09:00,1
"Indpls-Washington Park, Indiana, USA",39.8108,-86.1147,38,2024-05-27T18:00:00+09:00,1
"Durango, Durango, Mexico",24.03447,-104.64503,96,2024-05-27T18:00:00+09:00,1
"Terena, Alandroal, Portugal",38.615,-7.3975,17,2024-05-27T16:00:00+09:00,1
